Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds,ID,SMILES
Z295463048,1224024-R-19,F09,312.363,2.048,1,56.510,7,,COc1ccccc1OCCn1c(CCO)nc2ccccc21
Z25823353,1224024-R-19,F10,282.337,2.619,1,47.280,5,,CC(O)c1nc2ccccc2n1CCOc1ccccc1
Z235347025,1224024-R-19,F11,240.259,-0.212,2,93.730,3,,COc1nc(N)nc(N2CCOCC2)c1CO
Z1352603733,1224024-R-19,G02,297.416,2.790,2,63.250,5,,CCc1csc(NC(=O)NCC2CCOC2C(C)C)n1
Z1434088016,1224024-R-19,G03,278.350,1.112,3,79.180,5,,Cn1nc(C2CCC2)cc1NC(=O)NCC1(CO)CC1
Z1430679447,1224024-R-19,G04,273.759,0.707,2,67.150,6,,Cc1nn(CC(=O)NCC(C)CCO)c(C)c1Cl
Z1430332868,1224024-R-19,G05,244.337,2.110,2,66.910,3,,CSc1nsc(NC(=O)NC2CC2C)n1
Z1428269547,1224024-R-19,G06,241.290,0.788,2,92.930,7,,CCC(CC)C(O)CNC(=O)Cn1cnnn1
Z1213160914,1224024-R-19,G07,294.393,2.105,3,79.180,5,,Cc1cc(NC(=O)NC(CCO)C2CCCCC2)n(C)n1
Z1257891929,1224024-R-19,G08,304.387,2.213,2,66.490,3,,CN(C)c1ccc(NC(=O)NC2C3CCOC3C2(C)C)cn1
Z241156106,1224024-R-19,G09,231.294,2.302,2,54.020,4,,O=C(Nc1cccnc1)NC(C1CC1)C1CC1
Z44425813,1224024-R-19,G10,312.320,1.803,1,90.630,5,,COCCn1cc(C(=O)c2cc(C)ccc2O)cc(C#N)c1=O
Z16406719,1224024-R-19,G11,260.212,0.929,1,49.410,4,,O=C(Cn1cc(C(F)(F)F)ccc1=O)NC1CC1
Z1402536636,1224024-R-19,H02,271.402,2.785,2,54.020,4,,CCc1csc(NC(=O)NCC2CCCS2)n1
Z759233458,1224024-R-19,H03,290.361,1.897,2,90.010,5,,CC(C)=CC1C(C(=O)Nc2ccn(CC(N)=O)n2)C1(C)C
Z434534904,1224024-R-19,H04,329.440,1.786,2,60.500,4,,O=C(Nc1cccnc1N1CCCC1)NC1CCN(C2CC2)CC1
Z409512532,1224024-R-19,H05,240.325,2.430,2,66.910,2,,O=C(Nc1nncs1)NC1CCCCCC1
Z1352931725,1224024-R-19,H06,302.371,1.465,2,74.330,5,,Cc1ccc(CCNC(=O)NC2CC(=O)N(C3CC3)C2)cn1
Z1429616419,1224024-R-19,H07,262.351,1.117,2,57.260,4,,CN1CCCC(NC(=O)NCCc2ccncc2)C1
Z31371271,1224024-R-19,H08,324.374,2.752,1,64.350,7,,CCC(=O)c1ccc(OCC(O)Cn2cnc3ccccc32)cc1
Z56769152,1224024-R-19,H09,323.348,-0.540,3,110.930,4,,Cn1c(=O)[nH]c(=O)c2c1nc(N1CCCCC1)n2CC(O)CO
Z55848305,1224024-R-19,H10,242.275,-0.353,3,96.690,6,,CCCn1c(N)c(NCCOC)c(=O)[nH]c1=O
Z17860985,1224024-R-19,H11,290.275,-0.028,1,116.340,5,,CC(C#N)(NC(=O)Cn1cc([N+](=O)[O-])ccc1=O)C1CC1
Z446565098,1224024-R-20,A02,252.313,-0.559,3,79.180,4,,O=C(NCCn1ccnc1)NC1CCC(O)CC1
Z940659996,1224024-R-20,A03,306.360,2.524,3,92.350,5,,COc1ccc(NC(=O)NCC(=O)NC2CCCCC2)cn1
Z422686230,1224024-R-20,A04,266.343,1.543,1,75.940,5,,CC1CC(C)CN(CCNC(=O)Cn2cnnn2)C1
Z411694610,1224024-R-20,A05,281.354,0.871,2,71.420,5,,CCn1cc(NC(=O)NCC(C)N2CCOCC2)cn1
Z403710248,1224024-R-20,A06,265.351,0.627,1,58.370,5,,Cc1noc(C)c1CC(=O)NCC(C)N1CCCC1
Z874548102,1224024-R-20,A07,315.291,2.264,3,70.230,4,,O=C(NCC1CC=CCC1)Nc1cc(C(F)(F)F)c[nH]c1=O
Z1021867352,1224024-R-20,A08,296.389,1.219,2,74.330,4,,CC(C)(C)NC(=O)Cc1csc(N2CCCNC2=O)n1
Z543587360,1224024-R-20,A09,266.339,0.617,1,59.390,4,,CCC1CN(C(=O)NCCc2cnn(C)c2)CCO1
Z960038544,1224024-R-20,A10,264.386,1.708,1,41.990,7,,O=C(CC(C1CC1)C1CC1)NCCc1nccs1
Z1015301950,1224024-R-20,A11,348.463,1.206,2,74.330,3,,O=C(Nc1ccncc1)NC1CCC(C(=O)N2CCSCC2)CC1
Z412247168,1224024-R-20,B02,233.270,0.139,2,82.740,4,,Cc1cc(NC(=O)NC2CC2)n(CCC#N)n1
Z994300736,1224024-R-20,B03,308.376,1.195,3,86.720,5,,CCC(C)(O)CNC(=O)Nc1ccc(N2CCOCC2)nc1
Z32366890,1224024-R-20,B04,233.190,0.993,1,46.920,4,,O=C(Cn1ccc(C(F)(F)F)n1)NC1CC1
Z410714500,1224024-R-20,B05,295.381,0.689,3,82.420,5,,Cc1cc(NC(=O)NCC(O)CN2CCCCC2)n(C)n1
Z422580074,1224024-R-20,B06,278.350,0.679,1,67.230,4,,Cc1cc(C)n(CC(=O)NCC(=O)N2CCCCC2)n1
Z1126763523,1224024-R-20,B07,298.404,0.278,1,76.880,4,,CS(=O)c1nncn1CC(=O)NC1CCCCCCC1
Z434225692,1224024-R-20,B08,321.418,2.338,2,69.730,5,,CN(C)c1ccc(NC(=O)NCC(C)(C)N2CCOCC2)cn1
Z787723992,1224024-R-20,B09,294.349,0.062,2,73.910,4,,CC(CNC(=O)Nc1ccc(=O)n(C)c1)N1CCOCC1
Z1086109386,1224024-R-20,B10,324.375,0.415,1,82.190,7,,COCCN1CCCC1CNC(=O)Cn1ccc(=O)n(C)c1=O
Z821001860,1224024-R-20,B11,315.291,1.824,3,70.230,5,,O=C(Nc1cc(C(F)(F)F)c[nH]c1=O)NC(C1CC1)C1CC1
Z434675338,1224024-R-20,C02,235.282,2.927,2,63.250,5,,CCOc1ncccc1NC(=O)NCC1CC1
Z434670914,1224024-R-20,C03,306.360,0.612,2,83.560,4,,CCOc1ncccc1NC(=O)NC1CCN(C(C)=O)CC1
Z371878480,1224024-R-20,C04,240.325,2.460,2,66.910,2,,CNC(=O)Nc1nnc(C2CCCCC2)s1
Z434354542,1224024-R-20,C05,250.297,-0.719,2,76.020,4,,CC(Cn1cccn1)NC(=O)C1CCC(=O)NC1
Z287374370,1224024-R-20,C06,313.326,0.785,2,81.140,5,,NC(=O)Cc1nc2ccccc2n1CC(O)c1ccc(F)cc1
Z1031357674,1224024-R-20,C07,295.444,0.918,1,45.230,4,,CN1CCC(NC(=O)Cc2csc(C(C)(C)C)n2)CC1
Z434244802,1224024-R-20,C08,345.439,0.621,2,77.570,3,,CC(=O)N1CCC(NC(=O)Nc2ccc(N3CCCCC3)nc2)CC1
Z940425134,1224024-R-20,C09,294.416,2.132,2,57.260,4,,CCSc1ccc(NC(=O)NC2CCN(C)CC2)cn1
Z433969612,1224024-R-20,C10,292.334,1.837,2,83.560,4,,COc1ccc(NC(=O)NCC(=O)N2CCCCC2)cn1
Z28422957,1224024-R-20,C11,332.354,-0.276,2,104.970,6,,COCCn1c(N)c(N(Cc2ccccc2)C(C)=O)c(=O)[nH]c1=O
Z288765680,1224024-R-20,D02,247.217,1.382,1,46.920,5,,O=C(Cn1ccc(C(F)(F)F)n1)NCC1CC1
Z951561694,1224024-R-20,D03,314.331,1.888,2,66.490,5,,COc1ncccc1NC(=O)NC1CCN(CC(F)F)CC1
Z434312294,1224024-R-20,D04,267.347,-0.663,2,71.090,4,,Cc1nc(CCNC(=O)C2CCC(=O)NC2)cs1
Z859316310,1224024-R-20,D05,251.282,-0.955,2,70.670,2,,Cn1cc(NC(=O)NC2CCOCC2)ccc1=O
Z1033466822,1224024-R-20,D06,275.389,3.121,2,54.020,4,,CC1CCC(C)(NC(=O)NCCc2ccccn2)CC1
Z434674054,1224024-R-20,D07,265.308,2.539,2,72.480,5,,CCOc1ncccc1NC(=O)NCC1CCCO1
Z403694044,1224024-R-20,D08,277.362,1.340,1,52.650,6,,CCC(CNC(=O)Cn1ccccc1=O)N1CCCC1
Z993681812,1224024-R-20,D09,293.318,0.984,1,80.760,6,,COCCOc1ncccc1C(=O)NC1CC(=O)N(C)C1
Z375857284,1224024-R-20,D10,277.246,0.794,1,72.700,4,,O=C(Cn1cnnn1)NC1CCCC(C(F)(F)F)C1
Z914330686,1224024-R-20,D11,306.360,1.055,3,92.350,4,,CNC(=O)C1CCC(NC(=O)Nc2ccc(OC)nc2)CC1
Z32413074,1224024-R-20,E02,261.244,1.881,1,46.920,4,,O=C(Cn1ccc(C(F)(F)F)n1)NC1CCCC1
Z434210648,1224024-R-20,E03,347.455,2.452,2,69.730,5,,CC(C)(CNC(=O)Nc1ccc(N2CCCC2)nc1)N1CCOCC1
Z993844480,1224024-R-20,E04,291.432,2.731,1,46.920,5,,CCC(NC(=O)Cc1c(C)nn(C)c1C)C1CCCCC1
Z253486638,1224024-R-20,E05,245.277,0.714,1,54.460,3,,C#CCNC(=O)c1cccnc1N1CCOCC1
Z448385434,1224024-R-20,E06,279.338,-1.845,2,79.260,4,,CC(=O)N1CCC(NC(=O)NCCn2ccnc2)CC1
Z595842122,1224024-R-20,E07,293.365,1.613,3,102.040,5,,CCC1CCCCC1NC(=O)Nc1cnn(CC(N)=O)c1
Z769825352,1224024-R-20,E08,322.360,-1.969,1,105.300,7,,COCCn1nc(C(=O)N(CC(N)=O)C2CCCC2)ccc1=O
Z1015301966,1224024-R-20,E09,348.463,1.206,2,74.330,3,,O=C(Nc1ccccn1)NC1CCC(C(=O)N2CCSCC2)CC1
Z434194964,1224024-R-20,E10,349.428,1.230,2,78.960,5,,CC(CNC(=O)Nc1ccc(N2CCOCC2)nc1)N1CCOCC1
Z507531046,1224024-R-20,E11,292.211,-0.511,2,76.660,3,,O=C(Nc1cc(C(F)(F)F)c[nH]c1=O)C1COCCO1
Z433977526,1224024-R-20,F02,292.334,0.083,2,83.560,3,,COc1ccc(NC(=O)NC2CCN(C(C)=O)CC2)cn1
Z403480650,1224024-R-20,F03,267.281,0.370,2,87.740,4,,CC(NC(=O)Cn1[nH]c(=O)ccc1=O)C1CCCO1
Z433983200,1224024-R-20,F04,321.418,1.544,2,69.730,5,,COc1ccc(NC(=O)NCC(C)(C)N2CCN(C)CC2)cn1
Z994043676,1224024-R-20,F05,322.360,0.712,1,84.000,5,,COCC(=O)Nc1ccc(OC)nc1N1CCN(C(C)=O)CC1
Z383074754,1224024-R-20,F06,322.403,0.673,2,81.750,3,,Cn1c(=O)ccn(CC(=O)NC2CC(C)(C)NC(C)(C)C2)c1=O
Z807317062,1224024-R-20,F07,304.387,2.612,2,66.490,3,,O=C(Nc1cccnc1N1CCOCC1)NC1CCCCC1
Z822176618,1224024-R-20,F08,320.387,1.679,1,87.880,5,,CCn1cc(C#N)c(=O)n(CC(O)CN2CCC(C)CC2)c1=O
Z859151032,1224024-R-20,F09,322.360,-1.318,3,113.760,5,,CCn1cc(NC(=O)NCC2(C(N)=O)CCOCC2)ccc1=O
Z506428076,1224024-R-20,F10,269.320,-1.112,2,88.160,3,,O=C(NCC1CCS(=O)(=O)C1)Nc1ccncc1
Z1139457006,1224024-R-20,F11,280.366,0.494,1,59.390,6,,Cc1cnn(CC(C)NCCC(=O)N2CCOCC2)c1
Z826277478,1224024-R-20,G02,341.429,1.599,2,94.640,3,,CN(C)c1ccc(NC(=O)NC2CCCN(S(C)(=O)=O)C2)cn1
Z252844626,1224024-R-20,G03,221.256,0.114,1,54.460,2,,CNC(=O)c1cccnc1N1CCOCC1
Z435654090,1224024-R-20,G04,318.371,0.667,2,83.560,4,,COc1ncccc1NC(=O)NC1CCN(C(=O)C2CC2)CC1
Z434676042,1224024-R-20,G05,332.397,1.196,2,83.560,5,,CCOc1ncccc1NC(=O)NC1CCN(C(=O)C2CC2)CC1
Z404728230,1224024-R-20,G06,253.255,-1.919,2,87.740,4,,O=C(Cn1ccc(=O)[nH]c1=O)NCC1CCOC1
Z1033226040,1224024-R-20,G07,339.453,1.648,2,88.160,6,,CC1CCC(NS(=O)(=O)CC(=O)NCCc2ccccn2)CC1
Z434198222,1224024-R-20,G08,307.348,0.079,2,86.800,4,,CN(C)C(=O)CNC(=O)Nc1ccc(N2CCOCC2)nc1
Z763258100,1224024-R-20,G09,291.392,2.744,2,60.500,4,,CCN1CCCC(NC(=O)Nc2ccc(N(C)C)nc2)C1
Z506390770,1224024-R-20,G10,258.297,-1.570,3,103.950,3,,O=C(NCC1CCS(=O)(=O)C1)Nc1cn[nH]c1
Z438107912,1224024-R-20,G11,347.333,1.544,2,78.510,7,,CNC(=O)C(CC(C)C)NC(=O)Cn1cc(C(F)(F)F)ccc1=O
Z300623028,1224024-R-20,H02,299.389,0.965,1,71.530,3,,CC1CN(S(=O)(=O)NCCc2cccnc2)CC(C)O1
Z858576126,1224024-R-20,H03,261.320,1.139,2,61.440,4,,Cn1cc(NC(=O)NC(C2CC2)C2CC2)ccc1=O
Z511519194,1224024-R-20,H04,279.338,-0.007,1,70.470,3,,CC(=O)N1CCN(C(=O)NC(C)Cn2cccn2)CC1
Z434235740,1224024-R-20,H05,331.413,0.532,2,77.570,4,,CN(C)c1ccc(NC(=O)NC2CCN(C(=O)C3CC3)CC2)cn1
Z994945452,1224024-R-20,H06,254.286,-0.334,2,89.280,5,,Cc1noc(CCNC(=O)NCC2CCCO2)n1
Z435653320,1224024-R-20,H07,221.256,2.398,2,63.250,4,,COc1ncccc1NC(=O)NCC1CC1
Z434233956,1224024-R-20,H08,264.324,1.876,2,66.490,4,,CN(C)c1ccc(NC(=O)NCC2CCCO2)cn1
Z987943898,1224024-R-20,H09,335.345,2.900,2,63.250,5,,O=C(Nc1ccc(OCC(F)(F)F)nc1)NC1CCSCC1
Z448808584,1224024-R-20,H10,303.403,2.399,2,60.500,5,,O=C(NCCN1CCCC1)Nc1cccnc1N1CCCC1
Z1166227258,1224024-R-20,H11,308.376,1.981,1,66.930,5,,COCCOc1ccc(NC(=O)N2CCN(C)CC2C)cn1
Z403711664,1224024-R-21,A02,221.299,0.870,1,46.920,4,,CC(Cn1ccnc1)NC(=O)C1CCCC1
Z816253114,1224024-R-21,A03,293.361,1.519,1,63.690,6,,CCOC(CC)C(=O)Nc1ccc(N2CCOCC2)nc1
Z434966696,1224024-R-21,A04,297.373,1.755,1,63.690,5,,COCCOc1ccc(NC(=O)N2CCSCC2)cn1
Z751600316,1224024-R-21,A05,209.248,0.351,1,72.700,3,,CNC(=O)Cn1nnnc1C1CCCC1
Z274572630,1224024-R-21,A06,309.362,2.499,1,56.150,6,,Cc1ccc(OCCn2c(CNC=O)nc3ccccc32)cc1
Z436585818,1224024-R-21,A07,342.414,-0.869,2,100.630,6,,CS(=O)(=O)NCCC(=O)NCc1ccc(N2CCOCC2)nc1
Z933742236,1224024-R-21,A08,279.381,1.168,2,62.190,4,,CCN1CCCC(CNC(=O)Nc2cc(C)nn2C)C1
Z1431533723,1224024-R-21,A09,220.271,1.250,2,58.950,4,,O=C(Nc1ccnn1CC1CC1)NC1CC1
Z856122686,1224024-R-21,A10,287.306,-0.829,1,56.150,4,,Cc1nn(C(F)F)c(C)c1CC(=O)NC1CCOCC1
Z1574919373,1224024-R-21,A11,305.415,1.008,1,54.460,6,,CC(CNC(=O)C(C)(C)c1cccnc1)CN1CCOCC1
Z423019644,1224024-R-21,B02,277.362,0.471,1,58.370,3,,Cc1noc(C)c1CC(=O)NC1CCN2CCCCC12
Z68136901,1224024-R-21,B03,240.322,0.335,1,51.220,4,,Cc1nc(CC(=O)NCC2CCCO2)cs1
Z822140926,1224024-R-21,B04,287.400,2.758,1,41.290,4,,Cc1nc2ccccc2n1CC(O)CN1CCC(C)CC1
Z422342918,1224024-R-21,B05,254.309,-0.048,2,74.330,4,,CCNC(=O)Cc1csc(N2CCNC2=O)n1
Z1007027668,1224024-R-21,B06,323.389,2.998,1,56.150,6,,Cc1ccc(C)c(OCCn2c(CNC=O)nc3ccccc32)c1
Z992051660,1224024-R-21,B07,282.362,1.561,3,87.140,3,,O=C(Nc1nnc(C2CC2)s1)NC1CCCCC1O
Z1506313081,1224024-R-21,B08,262.351,2.667,2,58.950,5,,CC(C)n1nccc1NC(=O)NCCC1=CCCC1
Z1252913176,1224024-R-21,B09,266.339,1.147,1,71.260,3,,Cc1noc(CCNC(=O)N2CCC(C)CC2C)n1
Z1534079761,1224024-R-21,B10,276.331,2.070,1,68.290,5,,CC(=O)c1ccc(NC(=O)COC2CCCCC2)nc1
Z1429644872,1224024-R-21,B11,328.452,2.845,1,48.470,4,,O=C(NCCc1ccncc1)N1CCN(C2CC3CCC2C3)CC1
Z287284062,1224024-R-21,C02,292.334,-0.464,2,87.470,3,,Cc1cc(NC(=O)NC2CCN(C(=O)C3CC3)CC2)no1
Z968745692,1224024-R-21,C03,238.243,-0.121,3,96.260,2,,Cc1cc(NC(=O)NC2CCCNC2=O)no1
Z434209728,1224024-R-21,C04,329.440,2.552,2,60.500,3,,O=C(Nc1ccc(N2CCCC2)nc1)NC1CCN2CCCCC12
Z402943732,1224024-R-21,C05,301.383,0.215,1,62.300,5,,O=C(NCCc1ccccn1)C1CCCN(C(=O)C2CC2)C1
Z274572616,1224024-R-21,C06,329.781,2.853,1,56.150,6,,O=CNCc1nc2ccccc2n1CCOc1ccc(Cl)cc1
Z253446066,1224024-R-21,C07,235.325,1.709,1,46.920,6,,O=C(CCC1CCCC1)NCCn1ccnc1
Z1104796040,1224024-R-21,C08,218.255,1.486,2,66.910,3,,O=C(Nc1cnc(C2CC2)nc1)NC1CC1
Z1433301431,1224024-R-21,C09,263.379,2.536,2,57.780,4,,Cc1cc(CC(=O)NC2CCC(C(C)C)CC2)n[nH]1
Z1191283303,1224024-R-21,C10,294.393,1.464,1,69.040,7,,CCC(OC1CCCC1)C(=O)NC(C)C(C)n1cncn1
Z968745738,1224024-R-21,C11,251.285,-0.453,3,88.050,2,,Cc1cc(NC(=O)NC2CCCNC2=O)n(C)n1
Z641276620,1224024-R-21,D02,337.201,2.718,2,58.280,4,,OCc1nc2ccccc2n1CC(O)c1cc(Cl)ccc1Cl
Z298157926,1224024-R-21,D03,331.370,-3.895,1,105.870,3,,CC(=O)N1CCC(NC(=O)Cn2nc(C)c(C)c(C#N)c2=O)CC1
Z968745734,1224024-R-21,D04,255.297,-0.077,3,96.010,2,,Cc1nnc(NC(=O)NC2CCCNC2=O)s1
Z821335398,1224024-R-21,D05,319.399,1.614,2,78.510,4,,CNC(=O)c1ccc(=O)n(CC(=O)NC2CCCCCCC2)c1
Z736958602,1224024-R-21,D06,263.335,1.973,2,61.440,3,,CCn1cc(NC(=O)NC2CCCCC2)ccc1=O
Z371280084,1224024-R-21,D07,293.318,1.333,1,80.760,6,,COCCOc1ccc(NC(=O)C2CC(=O)N(C)C2)cn1
Z1414190079,1224024-R-21,D08,244.292,1.242,1,70.830,2,,Cc1nnc(NC2CC3CCC2O3)c(C#N)c1C
Z1436828938,1224024-R-21,D09,331.333,0.326,2,65.460,5,,O=C(NCCc1ccccn1)N1CCC(C(O)C(F)(F)F)CC1
Z1578585896,1224024-R-21,D10,267.324,0.212,2,76.390,5,,Cc1nc(CCNC(=O)NCC2CCCO2)c(C)o1
Z1414189493,1224024-R-21,D11,262.308,0.845,2,76.140,4,,CCNC(=O)c1ccc(NC2CC3CCC2O3)nn1
Z595327020,1224024-R-21,E02,319.280,1.850,2,72.480,5,,O=C(Nc1ccc(OCC(F)(F)F)nc1)NC1CCOCC1
Z785708554,1224024-R-21,E03,304.291,2.695,1,47.280,5,,OC(Cn1cnc2ccccc21)c1ccc(OC(F)F)cc1
Z296581472,1224024-R-21,E04,246.348,2.142,1,41.990,6,,O=C(CCC1CCCC1)NCCc1cccnc1
Z751594144,1224024-R-21,E05,279.381,2.706,1,72.700,4,,CC(C)(C)c1nnnn1CC(=O)NC1CCCCCC1
Z978815330,1224024-R-21,E06,250.340,1.195,2,58.950,4,,Cn1ccnc1CCNC(=O)NC1CCCCC1
Z381742300,1224024-R-21,E07,304.387,0.762,1,65.540,4,,CN(C)C(=O)N1CCCC(C(=O)NCCc2ccccn2)C1
Z1527435215,1224024-R-21,E08,266.339,0.682,2,68.180,3,,CC(C)n1nccc1NC(=O)NC1(C)CCOCC1
Z1165525163,1224024-R-21,E09,254.286,-0.498,2,85.250,7,,CCNC(=O)Cn1ccc(NC(=O)COCC)n1
Z1513820478,1224024-R-21,E10,314.260,0.534,1,62.130,6,,O=c1ccc(C(F)(F)F)nn1CC(O)COc1ccccc1
Z1444680180,1224024-R-21,E11,281.351,1.496,2,84.220,7,,CCC(C)C(NC(=O)Cc1ccn(C(C)C)n1)C(=O)O
Z992053776,1224024-R-21,F02,346.384,1.152,1,94.280,6,,CCc1cc(CC)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2CCOC)n1
Z785708560,1224024-R-21,F03,318.318,2.964,1,47.280,5,,Cc1nc2ccccc2n1CC(O)c1ccc(OC(F)F)cc1
Z954318250,1224024-R-21,F04,265.269,-1.018,1,100.690,4,,Cc1noc(CCNC(=O)C2=NN(C)C(=O)CC2)n1
Z995167424,1224024-R-21,F05,289.373,1.235,2,67.150,6,,CCCC(=O)NC(C)c1nc2ccccc2n1CC(C)O
Z821337940,1224024-R-21,F06,247.250,-0.935,2,78.510,4,,C#CCNC(=O)Cn1cc(C(=O)NC)ccc1=O
Z968745732,1224024-R-21,F07,264.280,1.009,3,92.350,3,,COc1ncccc1NC(=O)NC1CCCNC1=O
Z1508631678,1224024-R-21,F08,235.282,0.727,2,63.250,2,,CC1(NC(=O)Nc2cccnc2)CCOCC1
Z1533232090,1224024-R-21,F09,279.381,2.806,1,72.700,6,,CCC(CC)NC(=O)Cn1nnnc1C1CCCCC1
Z1414188771,1224024-R-21,F10,205.256,1.155,1,47.040,2,,Cc1ccnc(NC2CC3CCC2O3)n1
Z446398914,1224024-R-21,F11,251.282,0.223,2,70.670,5,,COCCn1cc(NC(=O)NC2CC2)ccc1=O
Z992053648,1224024-R-21,G02,346.384,0.765,1,94.280,5,,CCOCCn1c(-n2nc(C)c(C)c2C)nc2c1c(=O)[nH]c(=O)n2C
Z785709170,1224024-R-21,G03,334.317,1.657,2,67.510,6,,OCc1nc2ccccc2n1CC(O)c1ccc(OC(F)F)cc1
Z603564048,1224024-R-21,G04,262.308,0.813,2,74.330,4,,CC(CN1CCCC1=O)NC(=O)Nc1cccnc1
Z274572620,1224024-R-21,G05,325.362,1.739,1,65.380,7,,COc1ccccc1OCCn1c(CNC=O)nc2ccccc21
Z85517391,1224024-R-21,G06,206.198,0.218,1,60.450,2,,O=C(Nc1ccncc1)C1=COCCO1
Z17861037,1224024-R-21,G07,331.366,1.912,1,92.550,4,,O=C(Cn1cc([N+](=O)[O-])ccc1=O)NC12CC3CC(CC(C3)C1)C2
Z1395427276,1224024-R-21,G08,236.313,0.847,2,72.940,5,,NC(=O)C1(NCCn2cccn2)CCCCC1
Z1426787142,1224024-R-21,G09,296.389,1.338,2,74.330,4,,CCC(=O)N1CCC(NC(=O)Nc2nc(CC)cs2)C1
Z1499831221,1224024-R-21,G10,289.373,1.193,1,78.920,4,,Cc1noc(C)c1C(C)CNC(=O)C1(C#N)CCCCC1
Z1389877368,1224024-R-21,G11,261.320,0.571,1,78.920,5,,CCc1noc(CC)c1CC(=O)NC1(C#N)CCC1
Z287341432,1224024-R-21,H02,324.346,2.325,1,47.280,6,,OC(COCc1cccs1)Cn1cnc2cc(F)c(F)cc21
Z822174670,1224024-R-21,H03,338.404,0.450,1,79.930,4,,Cc1nn(CC(O)CN2CCc3ccccc3C2)c(=O)c(C#N)c1C
Z422398186,1224024-R-21,H04,296.389,1.189,2,74.330,5,,CCC(C)(C)NC(=O)Cc1csc(N2CCNC2=O)n1
Z274572566,1224024-R-21,H05,329.781,2.623,1,56.150,6,,O=CNCc1nc2ccccc2n1CCOc1ccccc1Cl
Z422385046,1224024-R-21,H06,282.362,0.757,1,65.540,5,,CCN(CC)C(=O)Cc1csc(N2CCNC2=O)n1
Z603212264,1224024-R-21,H07,269.323,0.076,2,87.220,4,,CC(CN1CCCC1=O)NC(=O)Nc1nncs1
Z1423440476,1224024-R-21,H08,282.402,0.685,2,62.220,6,,Cc1nc(CC(=O)NCC2(CCO)CCCC2)cs1
Z1417458118,1224024-R-21,H09,260.335,2.773,2,66.910,3,,CC(C)(C)c1ncc(NC(=O)NC2CC=CC2)cn1
Z1322600952,1224024-R-21,H10,262.308,1.049,3,87.140,5,,O=C(NCC1(CO)CC1)Nc1cnc(C2CC2)nc1
Z1271202006,1224024-R-21,H11,290.402,1.144,1,72.200,4,,CSC1CCCCC1NS(=O)(=O)Cc1ccon1
Z641218556,1224024-R-22,A02,330.425,1.336,1,61.600,4,,CC(=O)N1CCN(CC(O)Cn2cnc3cc(C)c(C)cc32)CC1
Z434191644,1224024-R-22,A03,347.455,2.523,2,69.730,5,,CC1CCN(CCNC(=O)Nc2ccc(N3CCOCC3)nc2)CC1
Z423053664,1224024-R-22,A04,267.327,1.666,1,81.930,6,,CC1CCCCC1OCCNC(=O)Cn1cnnn1
Z822183012,1224024-R-22,A05,332.345,1.956,2,58.280,6,,OCCCc1nc2ccccc2n1CC(O)c1cc(F)ccc1F
Z505781936,1224024-R-22,A06,292.334,2.097,3,92.350,4,,CCOc1ncccc1NC(=O)NC1CCCCNC1=O
Z448811004,1224024-R-22,A07,251.328,0.957,2,62.190,4,,Cc1cc(NC(=O)NCCN2CCCC2)n(C)n1
Z98426186,1224024-R-22,A08,274.318,-1.271,1,85.560,4,,Cc1nn(CC(=O)NC(C)C2CC2)c(=O)c(C#N)c1C
Z859604762,1224024-R-22,A09,328.387,-0.278,2,98.820,2,,Cn1cc(NC(=O)NC2CCCN(S(C)(=O)=O)C2)ccc1=O
Z735953178,1224024-R-22,A10,342.288,1.536,1,52.900,5,,O=c1c(C(F)(F)F)cc(C2CC2)nn1CC(O)c1cccc(F)c1
Z970504888,1224024-R-22,A11,265.265,0.785,1,92.550,5,,O=C(Cn1cc([N+](=O)[O-])ccc1=O)NCC1CCC1
Z406643300,1224024-R-22,B02,331.333,2.636,1,54.460,6,,CC(OCC(F)(F)F)C(=O)Nc1ccc(N2CCCCC2)nc1
Z402803946,1224024-R-22,B03,264.324,-0.328,1,67.230,4,,CC(Cn1cccn1)NC(=O)C1CCN(C)C(=O)C1
Z216579574,1224024-R-22,B04,266.339,-0.550,2,76.020,5,,CCNC(=O)C(C)NC(=O)Cc1c(C)nn(C)c1C
Z373679116,1224024-R-22,B05,317.307,1.945,1,54.460,4,,CC1CN(c2ccc(C(=O)NCC(F)(F)F)cn2)CC(C)O1
Z527395316,1224024-R-22,B06,293.365,-0.780,2,93.250,5,,CC(Cn1ccnc1)NC(=O)N1CCC(CC(N)=O)CC1
Z649188328,1224024-R-22,B07,222.240,1.637,2,71.450,5,,O=C(COCC1CC1)Nc1cnccc1O
Z599664294,1224024-R-22,B08,286.168,2.351,1,46.920,3,,O=C(Cn1cc(Br)cn1)NC1CCCCC1
Z829610678,1224024-R-22,B09,329.318,1.336,1,52.650,5,,O=C(Cn1cccc(C(F)(F)F)c1=O)NC1CCN(C2CC2)C1
Z394233542,1224024-R-22,B10,294.396,2.261,1,75.940,6,,CC1CCN(C(CNC(=O)Cn2cnnn2)C(C)C)CC1
Z495809650,1224024-R-22,B11,269.363,-0.526,2,65.460,3,,Cc1nc(CCNC(=O)N2CCC(O)CC2)cs1
Z737224742,1224024-R-22,C02,306.281,1.471,2,67.430,6,,CC(C)COC(C)C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O
